Item,Supplier,Unit Price,Project
Item_0104,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0104,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0104,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0105,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0105,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0105,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0106,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0106,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0106,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0107,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0107,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0107,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0108,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0108,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0108,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0109,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0109,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0109,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0110,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0110,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0110,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0111,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0111,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0111,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0112,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0112,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0112,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0113,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0113,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0113,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0114,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0114,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0114,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0115,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0115,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0115,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0116,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0116,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0116,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0117,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0117,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0117,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0118,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0118,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0118,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0119,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0119,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0119,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0120,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0120,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0120,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0121,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0121,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0121,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0122,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0122,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0122,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0123,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0123,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0123,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0124,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0124,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0124,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0125,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0125,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0125,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0126,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0126,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0126,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0127,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0127,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0127,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0128,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0128,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0128,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0129,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0129,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0129,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0130,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0130,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0130,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0131,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0131,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0131,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0132,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0132,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0132,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0133,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0133,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0133,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0134,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0134,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0134,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0135,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0135,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0135,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0136,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0136,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0136,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0137,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0137,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0137,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0138,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0138,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0138,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0139,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0139,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0139,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0140,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0140,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0140,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0141,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0141,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0141,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0142,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0142,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0142,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0143,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0143,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0143,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0144,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0144,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0144,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0145,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0145,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0145,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0146,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0146,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0146,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0147,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0147,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0147,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0148,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0148,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0148,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0149,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0149,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0149,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0150,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0150,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0150,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0151,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0151,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0151,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0152,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0152,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0152,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0153,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0153,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0153,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0154,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0154,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0154,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0155,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0155,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0155,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0156,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0156,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0156,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0157,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0157,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0157,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0158,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0158,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0158,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0159,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0159,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0159,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0160,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0160,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0160,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0161,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0161,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0161,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0162,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0162,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0162,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0163,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0163,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0163,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0164,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0164,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0164,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0165,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0165,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0165,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0166,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0166,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0166,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0167,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0167,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0167,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0168,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0168,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0168,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0169,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0169,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0169,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0170,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0170,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0170,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0171,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0171,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0171,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0172,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0172,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0172,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0173,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0173,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0173,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0174,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0174,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0174,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0175,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0175,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0175,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0176,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0176,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0176,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0177,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0177,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0177,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0178,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0178,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0178,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0179,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0179,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0179,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0180,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0180,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0180,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0181,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0181,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0181,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0182,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0182,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0182,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0183,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0183,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0183,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0184,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0184,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0184,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0185,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0185,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0185,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0186,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0186,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0186,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0187,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0187,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0187,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0188,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0188,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0188,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0189,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0189,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0189,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0190,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0190,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0190,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0191,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0191,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0191,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0192,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0192,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0192,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0193,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0193,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0193,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0194,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0194,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0194,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0195,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0195,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0195,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0196,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0196,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0196,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0197,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0197,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0197,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0198,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0198,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0198,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0199,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0199,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0199,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0200,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0200,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0200,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0201,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0201,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0201,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0202,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0202,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0202,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0203,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0203,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0203,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0204,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0204,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0204,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0205,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0205,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0205,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0206,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0206,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0206,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0207,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0207,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0207,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0208,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
